medname,text,code,name
丙戊酸钠 | 非尔氨酯,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn非尔氨酯通过酶抑制作用导致丙戊酸血药浓度升高，l需监测丙戊酸血清水平和毒性征兆。0,05,抗癫痫药物
环孢素 | 硫唑嘌呤,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可以降低环孢素的血药浓度，l合用或撤消硫唑嘌呤时，l应监测环孢素的血药浓度，l环孢素的剂量可能需要调整。0其原因可能是由于硫唑嘌呤干扰环孢素吸收所致。0,16,免疫抑制剂
环孢素 | 别嘌醇,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn别嘌醇可以使环孢素血药浓度增加，l合用时应严密监测环孢素血药浓度和肾状态，l环孢素剂量可能需要减少。0,16,免疫抑制剂
环孢素 | 两性霉素B,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两性霉素B和环孢素联合使用可能导致更严重的肾毒性。0必须严密监测患者的血清肌酐水平，l或选择其他可行的治疗方案。0,16,免疫抑制剂
丙戊酸钠 | 阿米替林,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn丙戊酸或其衍生物同三环抗抑郁药同用可能会发生药代动力学改变。0需同时监测丙戊酸和三环抗抑郁药的水平。0其他三环抗抑郁药物可能有类似的相互作用。0,05,抗癫痫药物
乙醇 | 甲氧氯普胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn甲氧氯普胺促进胃排空，l导致乙醇吸收急剧增加，l镇静作用增加，l应避免合用。0,04,镇静催眠药物
乙醇 | 酮康唑,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn当服用酮康唑的病人饮酒时会在脸、i胸部、i背发生日光性皮炎，l应停止饮酒。0,04,镇静催眠药物
环孢素 | 奎宁,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn奎宁可以降低环孢素血药浓度，l合用应监测环孢素血药浓度，l必要时停用奎宁。0奎宁干扰环孢素的生物利用度或增加它的消除。0奎尼丁和环孢素之间可有类似的相互作用。0,16,免疫抑制剂
他克莫司 | 红霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用可使他克莫司血药浓度上升，l应严密监测他克莫司的血药浓度，l可能需要调整他克莫司剂量或停止使用红霉素。0这个相互作用可能是由肝细胞色素P450代谢受到抑制所致。0预计他克莫司和其他通过细胞色素P450代谢的大环内酯抗生素之间也有相互作用，l和阿奇霉素、i螺旋霉素则无此种相互作用。0,16,免疫抑制剂
他克莫司 | 氟康唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn氟康唑抑制他克莫司的肝和肠代谢，l使他克莫司血药浓度上升，l产生肾毒性，l应严密监测他克莫司血药浓度和相关的肾毒性，l可能需要调整剂量。0他克莫司和其他全身咪唑类抗真菌药物之间可能也有类似相互作用，l全身咪唑类抗真菌药物和西罗莫司之间可能也会发生相互作用。0,16,免疫抑制剂
他克莫司 | 利福平,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn利福平通过诱导P45013A同工酶使他克莫司代谢加速，l从而降低他克莫司浓度。0应严密监测他克莫司浓度和调整其剂量。0他克莫司和其他的利福霉素之间以及利福霉素和西罗莫司之间可能也存在类似的相互作用。0,16,免疫抑制剂
他克莫司 | 硝苯地平,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可以使他克莫司浓度增加55％，l应严密监测他克莫司血药浓度，l可能需要调整剂量。0体外研究发现硝苯地平是他克莫司代谢的竞争抑制剂。0他克莫司和其他钙通道抑制剂之间可能有类似的相互作用。0,16,免疫抑制剂
他克莫司 | 奈法唑酮,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn奈法唑酮通过抑制P45013A4同工酶抑制他克莫司肝、i肠代谢，l使他克莫司血药浓度上升和副作用增强，l应严密监测他克莫司浓度和副作用症状，l可能需要调整剂量或停用奈法唑酮。0他克莫司和曲唑酮之间可能也存在相互作用。0,16,免疫抑制剂
环孢素 | 甲硝唑,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn甲硝唑通过抑制细胞色素P45013A4同工酶而抑制环孢素肝代谢，l使环孢素的血药浓度上升，l合用时应监测病人的肾功能和环孢素的血药浓度，l可能需调整环孢素的剂量。0,16,免疫抑制剂
环孢素 | 麦考酚酸,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn在麦考酚酸和环孢素合用的治疗方案中(还包括泼尼松)，l撤消环孢素时，l可以大大增加麦考酚酸的谷浓度，l应监测副作用。0此相互作用认为由于环孢素使肠内产生葡糖醛酸转移酶的细菌数减少，l从而降低了麦考酚酸葡糖醛酸苷的去葡糖醛酸化反应，l使麦考酚酸的再生减少所致。0当撤消环孢素时，l去葡糖醛酸化反应增加，l供重吸收的麦考酚酸也相应增加。0,16,免疫抑制剂
环孢素 | 膦甲酸盐,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn由于膦甲酸盐和环孢素都具有肾毒性，l两药合用可以引起可逆的急性肾衰，l但环孢素浓度没有明显的增加。0合用应监测肾功能，l膦甲酸盐可能需要停用。0,16,免疫抑制剂
乙醇 | 呋喃唑酮,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn有研究表明同用时可产生急性乙醇不耐受，l与二硫仑相似出现如面红、i头晕、i心动过速、i呼吸困难、i恶心、i呕吐。0呋喃妥因则无相关报道。0,04,镇静催眠药物
水合氯醛 | 乙醇,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn当合用时中枢神经系统抑制作用显著增强。0心血管疾病的病人合用两药时，l应特别观察由于血管舒张引起的心动过速及低血压。0,04,镇静催眠药物
水合氯醛 | 呋喃唑酮,【严重性分级】Www~MediX~cnⅣ（一般）【相互作用】Www~MediX~cn从理论上讲呋喃唑酮或其代谢物可抑制水合氯醛的代谢，l增强对中枢神经系统的抑制作用，l但尚无相关报道。0,04,镇静催眠药物
苯巴比妥 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn苯巴比妥可通过酶诱导作用增加西咪替丁的肝脏代谢，l降低西咪替丁血药浓度。0当合用时应增加西咪替丁的剂量。0其他巴比妥类药物与西咪替丁之间，l苯巴比妥与其他H2受体拮抗剂之间也具类似的相互作用。0,04,镇静催眠药物
苯巴比妥 | 氯环力嗪,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用时可产生相加作用，l加强中枢神经系统的抑制作用。0病人同时服用抗组胺药及巴比妥类药物时，l可增加驾车及操作机器的危险性。0,04,镇静催眠药物
扑米酮 | 苯妥英,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn苯妥英可以诱导微粒体酶活性加强扑米酮氧化代谢，l还可抑制扑米酮代谢产物苯巴比妥的代谢或排泄。0因此，l同用苯妥英会升高苯巴比妥血浆浓度，l同时扑米酮会加快苯妥英的消除。0需监测以确保抗惊厥效果和可能发生的毒性。0乙琥胺对扑米酮水平没有影响，l但是扑米酮会使乙琥胺水平有轻微的升高。0甲琥胺会升高扑米酮和苯巴比妥水平。0扑米酮和其他乙内酰脲类抗惊厥药物之间可能有类似的相互作用。0,05,抗癫痫药物
他克莫司 | 甲硝唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn甲硝唑通过抑制细胞色素P45013A4抑制他克莫司肝代谢，l使他克莫司血药浓度上升，l合用时应监测病人的肾功能和他克莫司血药浓度，l可能需要减少剂量。0甲硝唑和其他具大环内酯环的免疫抑制剂之间可能存在类似的相互作用。0,16,免疫抑制剂
苯巴比妥 | 活性炭,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn活性炭可吸附苯巴比妥，l降低其吸收，l增加苯巴比妥的非肾脏的排泄，l可用于苯巴比妥过量的抢救。0其他情况下应分开使用。0其他巴比妥类药物也与活性炭具相同的相互作用。0,04,镇静催眠药物
苯巴比妥 | 乙醇,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同用时可产生协同作用，l延长苯巴比妥的半衰期，l增加中枢神经系统的抑制作用。0其他巴比妥类药物也具有相同的相互作用，l可削弱病人驾车、i操作危险机器的能力。0,04,镇静催眠药物
甲丙氨酯 | 丙米嗪,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn丙米嗪对肝微粒体酶的抑制作用使甲丙氨酯的镇静作用加强，l两药作用相加可使中枢神经系统的作用明显加强，l动物实验表明可引起嗜睡、i头晕眼花等症状。0三环类抗抑郁药及四环类抗抑郁药也可与甲丙氨酯产生相互作用。0,04,镇静催眠药物
氯美噻唑 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn西咪替丁能抑制肝氧化酶的活性，l降低氯美噻唑的清除率，l加强镇静及呼吸抑制作用，l应加强临床监测。0雷尼替丁、i法莫替丁、i尼扎替丁不抑制肝混合氧化酶，l故无此相互作用。0,04,镇静催眠药物
乙醇 | 甲丙氮酯,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn由于两药均具镇静催眠的特性，l当服用甲丙氨酯的病人饮酒时，l协同作用使中枢神经抑制作用增加，l可产生急性酒精中毒。0甲丙氨酯的半衰期延长。0应避免同时应用。0,04,镇静催眠药物
乙醇 | 甲硝唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn甲硝唑(Metronidazole)可抑制乙醛脱氢酶，l抑制了乙醇的代谢，l引起乙醛蓄积，l产生二硫仑样作用，l表现为低血压、i恶心、i面红、i头痛、i出汗。0,04,镇静催眠药物
乙醇 | 氟西汀,【严重性分级】Www~MediX~cnⅣ（一般）【相互作用】Www~MediX~cn合用时不会影响两药的血药浓度，l氟西汀对乙醇引起的精神运动和自觉活动无影响。0氟西汀对乙醇中毒的治疗有益。0,04,镇静催眠药物
乙醇 | 二硫仑(戒酒硫),【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn二硫仑可引起乙醇代谢的中间物乙醛的积聚，l产生心跳、i心悸、i心动过速、i低血压、i出汗、i恶心、i呕吐。0,04,镇静催眠药物
乙醇 | 茶苯海明,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同用时可产生强的精神及运动损害，l驾车和操作危险仪器的能力下降。0其他抗组胺药与乙醇之间也具相同的相互作用。0,04,镇静催眠药物
乙醇 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn西咪替丁可增加乙醇的吸收，l提高血清中乙醇的浓度，l而增加其副作用，l乙醇非经口给予(如静脉液中的少量乙醇)则西咪替丁不影响乙醇的血清水平。0雷尼替丁、i法莫替丁不影响乙醇的代谢，l尼扎替丁与乙醇之间是否有相互作用还不清楚。0,04,镇静催眠药物
乙醇 | 格鲁米特,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同用时可产生协同作用，l产生比与其他中枢神经系统药合用更严重的中枢抑制作用，l其他神经中枢镇静剂如乙氯维诺、i甲喹酮与乙醇之间具有相同的相互作用。0,04,镇静催眠药物
丙戊酸钠 | 氢氯化铝、氢氧化镁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn氢氧化铝、i氢氧化镁抗酸制剂会显著升高丙戊酸曲线下面积和稳态血清水平。0由于抗酸药经常用来解除丙戊酸引起的胃肠道反应，l因此同用时仔细监测丙戊酸毒性是很重要的。0,05,抗癫痫药物
乙醇 | 阿米替林,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn同时使用由于作用相加而镇静作用加强，l其影响是不可预知的。0服用阿米替林期间饮酒，l可加强中枢神经系统的抑制，l其他三环类抗抑郁药或四环类抗抑郁药同乙醇之间可产生相同的相互作用。0,04,镇静催眠药物
唑吡坦 | 利福平,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn利福平使唑吡坦血药浓度峰值、i半衰期、i曲线下面积减少，l血药浓度降低，l药效降低。0有人认为，l利福平通过诱导细胞色素P45013A4酶降低唑吡坦及佐匹克隆的代谢。0应监测唑吡坦功效的降低。0如果其他利福平类药物如利福布汀、i利福喷汀也诱导细胞色素P45013A4，l与唑吡坦也具相似的相互作用。0,04,镇静催眠药物
环孢素 | 口服避孕药,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn口服避孕药降低环孢素的消除速率，l两药合用可使环孢素浓度上升并增加肝毒性。0应监测肝功能、i血清肌酐和环孢素浓度，l环孢素的剂量可能需要降低。0,16,免疫抑制剂
苯巴比妥 | 丙戊酸,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn丙戊酸可以抑制苯巴比妥肝代谢，l而苯巴比妥会诱导丙戊酸代谢。0因此两药同用会使苯巴比妥血清浓度升高，l丙戊酸血清浓度降低，l需监测这两种药物的血清水平，l必要时可调整它们的剂量。0丙戊酸和扑米酮合用扑米酮浓度会明显升高，l但有不同意见。0甲苯比妥可能会起同样作用。0,04,镇静催眠药物
苯巴比妥 | 维生素B6,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用时磷酸吡哆醛相关酶的活性增大，l使苯巴比妥的血药浓度降低，l应监测苯巴比妥的血药浓度，l维生素B6大剂量与苯巴比妥同服可考虑增加苯巴比妥的剂量；小剂量维生素B6如多种维生素，l与苯巴比妥则无此相互作用。0维生素B6与其他巴比妥类及扑米酮之间有相同的相互作用。0,04,镇静催眠药物
苯巴比妥 | 口服避孕药,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn苯巴比妥是微粒体酶系统强诱导剂，l可使甾醇代谢加快，l血清浓度降低，l以致口服避孕药失效。0可以加大口服避孕药中炔雌醇量至50μg，l如果持续出血可到80μg，l或者考虑应用机械避孕工具。0服用苯巴比妥抗惊厥的病人加服或停用口服避孕药时，l要监测抗惊厥作用的变化。0苯巴比妥也会加强雌激素、i黄体酮、i雌二醇、i睾酮、i雄甾酮的代谢。0其他巴比妥类也有诱导肝酶作用，l会和口服避孕药有相似的相互作用。0,04,镇静催眠药物
苯巴比妥 | 环孢素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn苯巴比妥可诱导肝微粒体酶，l增加环孢素的代谢，l使其血药浓度降低，l应监测环孢素的血药浓度，l开始联合用药或停用苯巴比妥时应调整环孢素的用量。0,04,镇静催眠药物
苯巴比妥 | 非尔氨酯,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn非尔氨酯干扰苯巴比妥代谢使其血药浓度增加，l而苯巴比妥则诱导非尔氨酯代谢，l加速消除，l两者合用监测苯巴比妥的血药浓度，l可调整一种药或两种药的剂量。0,04,镇静催眠药物
苯巴比妥 | 地塞米松,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn由于巴比妥类会诱导肝微粒体酶的代谢活性，l苯巴比妥可以降低皮质甾醇类如地塞米松的全身效应。0依赖皮质甾醇治疗的病人服用大剂量巴比妥类药物(1201mg／天或更多)时，l必须监测皮质甾醇临床疗效。0必要时要替换治疗药物或增加皮质甾醇的剂量。0其他皮质甾醇类药物和巴比妥类药物有类似的相互作用。0,04,镇静催眠药物
卡马西平 | 酮康唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用会提高卡马西平水平，l合用7天和10天，l卡马西平水平分别升高25％～28％。0对卡马西平活性代谢产物水平，l卡马西平毒性、i癫痫发作频率没有明显影响。0对联合用药的病人要进行监测。0,05,抗癫痫药物
卡马西平 | 异维A酸,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn异维A酸会改变卡马西平和卡马西平环氧化物(CPZ-E)的生物利用度或清除率，l降低其水平，l从而降低其抗惊厥的疗效。0治疗中加入异维A酸需精密监测病人卡马西平水平，l必要时调整卡马西平剂量。0,05,抗癫痫药物
环孢素 | 甲睾酮,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn甲睾酮和其他性激素可抑制肝微粒体酶，l两药合用可使环孢素血药浓度明显上升，l引起严重的肝、i肾功能障碍。0应严密监测肝肾功能及环孢素水平，l甲睾酮可能需减量或停用。0环孢素和达那唑、i炔诺酮、i羟甲睾酮之间也有类似的相互作用。0,16,免疫抑制剂
卡马西平 | 异烟肼,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn异烟肼导致的肝中毒归因于终代谢物导致的细胞死亡，l而卡马西平会加强这一反应。0同时，l异烟肼抑制卡马西平的肝代谢。0两药合用会引起神经学的改变，l并且提高卡马西平的水平。0监测卡马西平水平是非常重要的，l如出现中毒迹象，l需减少卡马西平的剂量。0,05,抗癫痫药物
卡马西平 | 氢氯噻嗪,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn由于两药的协同作用，l同用时可能引起低钠血症。0联合用药或合用后提高卡马西平剂量均需监测病人血钠水平。0,05,抗癫痫药物
卡马西平 | 非尔氨酯,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用会降低卡马西平血浆浓水平，l减少非尔氨酯的清除，l并且提高卡马西平环氧化物的血浆水平和浓度。0必须仔细监测病人癫痫发作的变化。0,05,抗癫痫药物
卡马西平 | 红霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn红霉素通过竞争与细胞色素P450的结合而抑制卡马西平肝代谢，l可以明显提高卡马西平血浆水平，l导致毒性反应(如恶心、i眼球震颤、i运动失调)。0要避免两药合用，l必须同用时要监测病人的卡马西平水平和副作用，l必要时降低卡马西平剂量。0卡马西平和三乙酰竹桃霉素合用会引起类似的相互作用，l有报道6-甲氧基红霉素会使卡马西平的浓度剂量比提高1倍。0,05,抗癫痫药物
乙醇 | 溴隐亭,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn溴隐亭为多巴胺受体激动剂，l乙醇可增加多巴胺受体的敏感性，l而加重溴隐亭的副作用。0,04,镇静催眠药物
卡马西平 | 地昔帕明,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn卡马西平和地昔帕明会竞争肝微粒体酶的羟基化反应，l使卡马西平浓度升高，l以致引起剧烈的急性恶心、i呕吐，l幻觉、i语言不清、i运动失调。0卡马西平治疗中加入或停用地昔帕明时需对血清浓度、i毒性反应以及药物疗效进行监测。0卡马西平和其他三环抗忧郁药或四环抗忧郁药同用可能有类似的相互作用。0,05,抗癫痫药物
卡马西平 | 达那唑,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn达那唑会抑制卡马西平的代谢，l降低其消除，l提高其水平，l并有可能增加其毒性。0因此，l需对病人的临床症状和卡马西平血清浓度进行监测。0必要时可减少卡马西平剂量或停用达那唑。0卡马西平和其他性激素衍生物合用时可能产生类似的相互作用。0,05,抗癫痫药物
卡马西平 | 活性炭,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn活性炭会明显降低卡马西平的吸收，l加快其消除。0一般用于救治卡马西平过量，l如果不是用于此目的，l两药应用要间隔尽可能长的时间。0,05,抗癫痫药物
环孢素 | 考来烯胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn考来烯胺可能会减少环孢素的吸收，l但还未证实。0合用时应严密监测环孢素浓度。0,16,免疫抑制剂
甲状腺素 | 硫酸亚铁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn左甲状腺素和亚铁盐形成不溶性化合物，l使左甲状腺素吸收减少而降低甲状腺素的作用，l合用至少隔开21h，l并监测甲状腺功能。0,21,其他药物
左旋多巴 | 硫酸亚铁,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn亚铁盐可以和左旋多巴形成螯合物，l降低左旋多巴的吸收、i生物利用度和血药浓度，l两药合用或撤销硫酸亚铁时，l应对病人进行密切观察，l左旋多巴的剂量可能需要调整。0,21,其他药物
左旋多巴 | 氢氧化铝、氢氧化镁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn氢氧化铝(镁)抗酸药可以增加左旋多巴吸收，l应减少其剂量，l使胃肠道的副作用降低。0应隔开服用或降低左旋多巴剂量。0抗酸剂延长胃排空时间，l降低左旋多巴代谢和增加中枢神经系统水平。0左旋多巴和其他抗酸剂可能有类似的相互作用。0,21,其他药物
左旋多巴 | 罂粟碱,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药合用可以拮抗左旋多巴的药理作用，l应监测帕金森症状的恶化，l左旋多巴的剂量可能需要增加。0这可能是罂粟碱阻断纹状体内多巴胺受体所致。0左旋多巴和其他罂粟碱类衍生物之间也有类似相互作用。0,21,其他药物
阿替普酶 | 硝酸甘油,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用可以降低阿替普酶的溶血栓作用。0可能由于硝酸甘油加速肝血流，l而加速阿替普酶降解所致。0,21,其他药物
腺苷 | 双嘧达莫,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn高浓度的双嘧达莫抑制红细胞、i血小板或其他组织对腺苷的吸收，l两药合用腺苷的需要减少，l监测腺苷作用。0,21,其他药物
氟西汀 | 环孢素,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn环孢素治疗中加入氟西汀可能升高环孢素水平和素性。0环孢素主要通过肝细胞色素P45013A3和3A4同工酶代谢，l因此能够抑制此同工酶的药物很可能会减少环孢素的消除，l以致升高其水平。0此外，l对细胞色素P45012D6同工酶的抑制作用也是造成相互作用的原因之一。0,06,抗抑郁药物
氟西汀 | 克拉霉素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn克拉霉素可以抑制氟西汀在细胞色素P450部位的代谢，l导致氟西汀积累，l引起精神混乱、i兴奋、i妄想、i幻觉。0监测病人精神状态和毒性征兆。0氟西汀和其他大环内酯类抗菌素有类似的相互作用。0克拉霉素和其他选择性及非选择性5-羟色胺再摄取抑制剂之间也有类似的作用。0,06,抗抑郁药物
氟西汀 | 阿司匹林,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn两药合用，l当氟西汀停药血药浓度下降时，l阿司匹林可使患者致敏发生荨麻疹。0此外氟西汀体外试验有94．5％的蛋白结合率，l阿司匹林能使血清白蛋白乙酰化，l水杨酸类与血清白蛋白强力结合取代使氟西汀游离。0两药同用要谨慎并监测氟西汀不良反应征兆。0,06,抗抑郁药物
多塞平 | 右丙氧芬,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn右丙氧芬可以抑制多塞平的肝代谢，l导致其水平升高。0监测病人中枢神经系统副作用，l可能需降低多塞平剂量或停用右丙氧芬。0右丙氧芬和其他三环抗抑郁药或马普替林同用有类似的相互作用。0,06,抗抑郁药物
甲状腺素 | 硫糖铝,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn硫糖铝干扰甲状腺素的肠转运或／和甲状腺素结合，l两药合用可以降低甲状腺素的吸收(有争议)，l应监测病人对甲状腺素治疗的反应，l可能需要调整甲状腺素的剂量，l可隔开几个小时分别服用。0甲状腺素和其他含铝化合物之间也有相互作用。0,21,其他药物
多塞平 | 考来烯胺,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn体外实验显示多塞平与考来烯胺结合可达80％～83％，l导致血清多塞平和其活性代谢产物水平降低。0需仔细监测血药浓度和药效。0但考来烯胺以及考来替泊同其他三环抗抑郁药物同用时可能会产生类似的相互作用。0,06,抗抑郁药物
二氢麦角胺 | 硝酸甘油,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn可以降低二氢麦角胺首过代谢，l增加它的生物利用度而增强二氢麦角胺的作用，l可引起麦角中毒。0合用应注意麦角中毒症状，l可能需减少二氢麦角胺剂量。0,21,其他药物
米索前列醇 | 氢氧化铝、氢氧化镁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn米索前列醇的生物利用度因和氢氧化铝、i氢氧化镁抗酸剂合用而降低，l应谨慎。0,21,其他药物
苯丙胺 | 碳酸氢钠,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn碳酸氢钠碱化尿液，l使苯丙胺重吸收增加，l两药合用可以延长苯丙胺的半衰期，l排泄减少，l引起苯丙胺中毒，l可能需要减少苯丙胺的剂量或停用碳酸氢钠。0其他间接作用的拟交感胺和碳酸氢钠可能也有相互作用，l能碱化尿液的药物和苯丙胺可能也有相互作用。0,21,其他药物
苯丙胺 | 氯化铵,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn氯化铵酸化尿液，l使苯丙胺重吸收减少，l苯丙胺的尿排泄增加，l降低苯丙胺的药理作用。0可能需要增加苯丙胺的剂量或停用氯化铵。0其他间接作用的拟交感胺和氯化铵之间可能也有相互作用，l能酸化尿液的药物和苯丙胺之间可能也有相互作用。0,21,其他药物
青霉胺 | 吲哚美辛,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn吲哚美辛可使青霉胺血药浓度上升，l合用时应监测青霉胺的毒性，l其剂量可能需要减少。0,21,其他药物
丙米嗪 | 肾上腺素,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn三环抗抑郁药会阻滞去甲肾上腺素的再摄取，l使受体部位浓度升高，l对服用丙米嗪或其他三环抗抑郁药的病人使用肾上腺素或其他直接作用的拟交感胺，l将增强对心血管影响，l应避免两类药的同用。0若必要同用，l则需降低拟交感胺的起始使用量，l且需仔细监控病人的心血管状况。0,06,抗抑郁药物
丙米嗪 | 西咪替丁,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn西咪替丁抑制肝酶，l减少丙米嗪向地昔帕明转化，l引起丙米嗪血清浓度上升，l并产生拮抗副交感神经的副作用。0两者同用时应适量降低西米嗪的剂量。0雷尼替丁可以作为西咪替丁的替代药物。0西咪替丁和其他三环抗抑郁药之间可能有相同的相互作用。0,06,抗抑郁药物
丙米嗪 | 安非他酮,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn安非他酮(Bupropion)与丙米嗪同用两者的清除率将降低(分别下降57％、i82％)，l并造成两者水平的升高。0同用时，l应对病人的丙米嗪及其代谢物去甲丙米嗪水平和影响进行监控。0安非他酮与其他的三环抗抑郁药之间也会发生同样的相互作用。0,06,抗抑郁药物
丙米嗪 | 阿司匹林,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn阿司匹林与丙米嗪竞争蛋白结合点，l造成丙米嗪血清浓度升高，l可引起副作用。0若病人已有丙米嗪副作用表现，l则尽可能不用阿司匹林。0长期服用低剂量的阿司匹林者接受丙米嗪治疗，l则应监控症状和剂量。0阿司匹林和其他三环抗抑郁药以及丙米嗪和其他水杨酸盐之间可能有类似的相互作用。0,06,抗抑郁药物
